Season,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_2,Ast_2,G+A_2,G-PK_2,G+A-PK,Matches,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_2,xAG_2,xG+xAG,npxG_2,npxG+xAG_2
2021-2022,Milot Rashica,xk KVX,"FW,MF",Norwich City,25,1996,31,25,"2,229",24.8,1,2,3,1,0,0,0,0,0.04,0.08,0.12,0.04,0.12,Matches,2.6,2.6,2.1,4.7,76,46,138,0.11,0.08,0.19,0.11,0.19
2021-2022,David Raya,es ESP,GK,Brentford,25,1995,24,24,"2,160",24.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Nathan Redmond,eng ENG,"MF,FW",Southampton,27,1994,27,20,"1,833",20.4,1,5,6,1,0,0,0,0,0.05,0.25,0.29,0.05,0.29,Matches,1.7,1.7,3.9,5.6,71,95,131,0.08,0.19,0.27,0.08,0.27
2021-2022,Sergio Reguilón,es ESP,"DF,MF",Tottenham,24,1996,25,22,"1,916",21.3,2,3,5,2,0,0,4,0,0.09,0.14,0.23,0.09,0.23,Matches,3.0,3.0,3.3,6.4,63,50,144,0.14,0.16,0.30,0.14,0.30
2021-2022,Declan Rice,eng ENG,MF,West Ham,22,1999,36,35,"3,179",35.3,1,4,5,1,0,0,8,0,0.03,0.11,0.14,0.03,0.14,Matches,1.1,1.1,1.7,2.8,104,256,44,0.03,0.05,0.08,0.03,0.08
2021-2022,Taylor Richards,eng ENG,MF,Brighton,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,1,3,7,0.05,0.04,0.09,0.05,0.09
2021-2022,Richarlison,br BRA,FW,Everton,24,1997,30,28,"2,523",28.0,10,5,15,7,3,3,9,0,0.36,0.18,0.54,0.25,0.43,Matches,9.2,6.8,3.6,10.4,44,42,146,0.33,0.13,0.46,0.24,0.37
2021-2022,Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,3,1,118,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.1,0.1,1,4,2,0.00,0.07,0.07,0.00,0.07
2021-2022,Matt Ritchie,sct SCO,DF,Newcastle Utd,31,1989,18,14,"1,337",14.9,0,2,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches,0.7,0.7,2.0,2.7,8,48,40,0.05,0.13,0.18,0.05,0.18
2021-2022,Connor Roberts,wls WAL,DF,Burnley,25,1995,21,19,"1,692",18.8,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches,0.4,0.4,1.2,1.6,23,61,44,0.02,0.07,0.09,0.02,0.09
2021-2022,Tyler Roberts,wls WAL,"MF,FW",Leeds United,22,1999,23,7,987,11.0,1,1,2,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,Matches,2.4,2.4,1.0,3.4,17,29,63,0.22,0.09,0.31,0.22,0.31
2021-2022,Andrew Robertson,sct SCO,DF,Liverpool,27,1994,29,29,"2,537",28.2,3,10,13,3,0,0,5,1,0.11,0.35,0.46,0.11,0.46,Matches,1.4,1.4,5.6,7.0,96,186,239,0.05,0.20,0.25,0.05,0.25
2021-2022,Joe Rodon,wls WAL,DF,Tottenham,23,1997,3,0,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Rodri,es ESP,MF,Manchester City,25,1996,33,33,"2,884",32.0,7,2,9,7,0,0,5,0,0.22,0.06,0.28,0.22,0.28,Matches,2.3,2.3,1.4,3.7,43,285,47,0.07,0.04,0.11,0.07,0.11
2021-2022,Rodrigo,es ESP,"MF,FW",Leeds United,30,1991,31,27,"2,265",25.2,6,1,7,5,1,1,9,0,0.24,0.04,0.28,0.20,0.24,Matches,4.2,3.5,3.1,6.6,47,105,164,0.17,0.12,0.29,0.14,0.26
2021-2022,Jay Rodriguez,eng ENG,FW,Burnley,32,1989,29,13,"1,382",15.4,2,2,4,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches,4.8,4.8,2.1,6.9,18,19,60,0.31,0.14,0.45,0.31,0.45
2021-2022,Mads Roerslev,dk DEN,DF,Brentford,22,1999,21,12,"1,240",13.8,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,Matches,0.4,0.4,0.6,0.9,14,22,54,0.03,0.04,0.07,0.03,0.07
2021-2022,Cristian Romero,ar ARG,DF,Tottenham,23,1998,22,21,"1,844",20.5,1,0,1,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,Matches,0.5,0.5,0.3,0.7,23,65,9,0.02,0.01,0.04,0.02,0.04
2021-2022,Oriol Romeu,es ESP,MF,Southampton,29,1991,36,34,"2,889",32.1,2,2,4,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,Matches,1.4,1.4,2.9,4.3,38,156,29,0.04,0.09,0.13,0.04,0.13
2021-2022,Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,30,27,"2,456",27.3,18,3,21,15,3,3,8,0,0.66,0.11,0.77,0.55,0.66,Matches,17.7,15.4,2.9,18.2,67,64,192,0.65,0.11,0.75,0.56,0.67
2021-2022,Salomón Rondón,ve VEN,FW,Everton,31,1989,20,8,790,8.8,1,1,2,1,0,0,3,1,0.11,0.11,0.23,0.11,0.23,Matches,1.8,1.8,0.7,2.6,5,9,41,0.21,0.08,0.29,0.21,0.29
2021-2022,Danny Rose,eng ENG,DF,Watford,31,1990,8,7,689,7.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,0.2,0.2,0.8,1.0,12,33,19,0.03,0.10,0.13,0.03,0.13
2021-2022,Jon Rowe,eng ENG,"FW,MF",Norwich City,18,2003,13,0,223,2.5,0,1,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,0.3,0.3,0.5,0.8,4,3,21,0.10,0.21,0.31,0.10,0.31
2021-2022,John Ruddy,eng ENG,GK,Wolves,34,1986,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Antonio Rüdiger,de GER,DF,Chelsea,28,1993,34,34,"3,035",33.7,3,0,3,3,0,0,9,0,0.09,0.00,0.09,0.09,0.09,Matches,2.3,2.3,0.7,3.0,54,188,21,0.07,0.02,0.09,0.07,0.09
2021-2022,Lukas Rupp,de GER,MF,Norwich City,30,1991,19,7,769,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.7,0.7,1.4,2.0,17,35,23,0.08,0.16,0.24,0.08,0.24
2021-2022,José Sá,pt POR,GK,Wolves,28,1993,37,37,"3,285",36.5,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,0.0,0.0,0.9,0.9,0,2,0,0.00,0.02,0.02,0.00,0.02
2021-2022,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,24,1997,35,31,"2,804",31.2,5,5,10,5,0,0,6,0,0.16,0.16,0.32,0.16,0.32,Matches,5.2,5.2,4.3,9.5,180,87,167,0.17,0.14,0.30,0.17,0.30
2021-2022,Romain Saïss,ma MAR,DF,Wolves,31,1990,31,31,"2,705",30.1,2,0,2,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches,2.7,2.7,0.3,3.1,18,137,9,0.09,0.01,0.10,0.09,0.10
2021-2022,Bukayo Saka,eng ENG,"FW,MF",Arsenal,19,2001,38,36,"2,978",33.1,11,7,18,9,2,2,6,0,0.33,0.21,0.54,0.27,0.48,Matches,10.3,8.7,7.5,16.3,140,101,388,0.31,0.23,0.54,0.26,0.49
2021-2022,Mohamed Salah,eg EGY,FW,Liverpool,29,1992,35,30,"2,762",30.7,23,13,36,18,5,6,1,0,0.75,0.42,1.17,0.59,1.01,Matches,22.7,17.8,10.0,27.8,125,122,451,0.74,0.33,1.07,0.58,0.91
2021-2022,Mohammed Salisu,gh GHA,DF,Southampton,22,1999,34,33,"2,972",33.0,0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,Matches,2.0,2.0,0.8,2.7,31,136,7,0.06,0.02,0.08,0.06,0.08
2021-2022,Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,19,12,"1,134",12.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,0.6,0.6,1.0,1.6,28,84,16,0.05,0.08,0.13,0.05,0.13
2021-2022,Davinson Sánchez,co COL,DF,Tottenham,25,1996,23,17,"1,631",18.1,2,0,2,2,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,2.1,2.1,0.3,2.4,21,65,8,0.11,0.02,0.13,0.11,0.13
2021-2022,Robert Sánchez,es ESP,GK,Brighton,23,1997,37,37,"3,329",37.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.4,0.4,0,1,0,0.00,0.01,0.01,0.00,0.01
2021-2022,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,21,2000,29,20,"1,900",21.1,3,3,6,3,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches,3.6,3.6,4.1,7.7,111,88,222,0.17,0.19,0.37,0.17,0.37
2021-2022,Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,10,3,356,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,16,21,10,0.00,0.01,0.01,0.00,0.01
2021-2022,Samir Santos,br BRA,DF,Watford,26,1994,19,19,"1,673",18.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,0.5,0.5,0.1,0.6,1,24,2,0.03,0.00,0.03,0.03,0.03
2021-2022,Josh Sargent,us USA,"FW,MF",Norwich City,21,2000,26,18,"1,572",17.5,2,1,3,2,0,0,1,0,0.11,0.06,0.17,0.11,0.17,Matches,2.5,2.5,0.9,3.4,21,12,88,0.14,0.05,0.19,0.14,0.19
2021-2022,Jeremy Sarmiento,ec ECU,"FW,MF",Brighton,19,2002,5,1,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,4,1,3,0.00,0.00,0.00,0.00,0.00
2021-2022,Ismaila Sarr,sn SEN,"FW,MF",Watford,23,1998,22,21,"1,861",20.7,5,2,7,5,0,1,2,0,0.24,0.10,0.34,0.24,0.34,Matches,4.8,4.0,2.9,6.9,79,52,158,0.23,0.14,0.37,0.19,0.34
2021-2022,Malang Sarr,fr FRA,DF,Chelsea,22,1999,8,6,546,6.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.4,0.4,9,23,15,0.01,0.06,0.07,0.01,0.07
2021-2022,Dane Scarlett,eng ENG,MF,Tottenham,17,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,25,25,"2,158",24.0,2,2,4,2,0,0,4,0,0.08,0.08,0.17,0.08,0.17,Matches,1.2,1.2,1.1,2.3,20,59,2,0.05,0.05,0.10,0.05,0.10
2021-2022,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,28,1992,32,20,"1,851",20.6,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24,Matches,3.4,3.4,1.6,4.9,31,70,60,0.16,0.08,0.24,0.16,0.24
2021-2022,Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,37,"3,330",37.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Ken Sema,se SWE,"MF,FW",Watford,27,1993,18,7,852,9.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0.1,1.3,1.4,19,8,36,0.01,0.13,0.15,0.01,0.15
2021-2022,Nélson Semedo,pt POR,"MF,DF",Wolves,27,1993,25,25,"2,131",23.7,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,1.6,1.6,1.3,2.9,79,78,146,0.07,0.06,0.12,0.07,0.12
2021-2022,Ryan Sessegnon,eng ENG,"DF,MF",Tottenham,21,2000,15,13,"1,047",11.6,0,2,2,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,0.3,0.3,2.7,3.0,30,22,80,0.03,0.23,0.26,0.03,0.26
2021-2022,Jamie Shackleton,eng ENG,"DF,MF",Leeds United,21,1999,14,7,709,7.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,0.2,0.2,0.0,0.2,20,36,20,0.02,0.00,0.02,0.02,0.02
2021-2022,Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,20,19,"1,601",17.8,0,3,3,0,0,0,8,0,0.00,0.17,0.17,0.00,0.17,Matches,0.1,0.1,3.6,3.7,48,82,69,0.01,0.20,0.21,0.01,0.21
2021-2022,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,24,22,"1,983",22.0,2,1,3,2,0,0,7,1,0.09,0.05,0.14,0.09,0.14,Matches,0.9,0.9,1.0,1.9,11,84,7,0.04,0.05,0.09,0.04,0.09
2021-2022,Shola Shoretire,eng ENG,MF,Manchester Utd,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00
2021-2022,Francisco Sierralta,cl CHI,DF,Watford,24,1997,5,5,427,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0.1,0.0,0.1,1,2,0,0.01,0.00,0.01,0.01,0.01
2021-2022,Bernardo Silva,pt POR,"MF,FW",Manchester City,26,1994,35,33,"2,857",31.7,8,4,12,8,0,0,6,0,0.25,0.13,0.38,0.25,0.38,Matches,6.7,6.7,6.5,13.2,146,170,277,0.21,0.21,0.42,0.21,0.42
2021-2022,Fábio Silva,pt POR,FW,Wolves,19,2002,22,6,572,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1.8,1.8,0.2,1.9,14,14,41,0.28,0.03,0.30,0.28,0.30
2021-2022,Thiago Silva,br BRA,DF,Chelsea,36,1984,32,28,"2,650",29.4,3,0,3,3,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,0.9,0.9,0.2,1.1,14,145,2,0.03,0.01,0.04,0.03,0.04
2021-2022,Ellis Simms,eng ENG,FW,Everton,20,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00
2021-2022,Moussa Sissoko,fr FRA,MF,Watford,31,1989,36,36,"3,220",35.8,2,1,3,2,0,0,5,0,0.06,0.03,0.08,0.06,0.08,Matches,3.8,3.7,3.1,6.8,51,116,71,0.11,0.09,0.19,0.10,0.19
2021-2022,Oliver Skipp,eng ENG,MF,Tottenham,20,2000,18,14,"1,350",15.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,0.2,0.2,0.7,1.0,27,76,18,0.02,0.05,0.07,0.02,0.07
2021-2022,William Smallbone,ie IRL,"MF,FW",Southampton,21,2000,4,2,133,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0.1,0.0,0.1,4,2,7,0.03,0.03,0.06,0.03,0.06
2021-2022,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,21,2000,33,21,"1,921",21.3,10,2,12,10,0,0,1,0,0.47,0.09,0.56,0.47,0.56,Matches,6.0,6.0,2.0,8.0,65,85,139,0.28,0.09,0.38,0.28,0.38
2021-2022,Cédric Soares,pt POR,DF,Arsenal,29,1991,21,16,"1,486",16.5,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matches,0.6,0.6,1.6,2.1,17,84,56,0.03,0.09,0.13,0.03,0.13
2021-2022,Tomáš Souček,cz CZE,MF,West Ham,26,1995,35,34,"3,062",34.0,5,1,6,5,0,0,3,0,0.15,0.03,0.18,0.15,0.18,Matches,5.5,4.8,2.2,7.0,36,141,54,0.16,0.06,0.22,0.14,0.20
2021-2022,Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,19,12,"1,102",12.2,0,1,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches,0.4,0.4,0.4,0.7,10,45,16,0.03,0.03,0.06,0.03,0.06
2021-2022,Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,28,28,"2,497",27.7,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches,1.0,1.0,0.1,1.1,19,71,5,0.04,0.00,0.04,0.04,0.04
2021-2022,Tony Springett,eng ENG,"MF,FW",Norwich City,18,2002,3,1,141,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.2,0.2,0.5,0.7,8,2,11,0.11,0.34,0.45,0.11,0.45
2021-2022,Jason Steele,eng ENG,GK,Brighton,30,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Zack Steffen,us USA,GK,Manchester City,26,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Dale Stephens,eng ENG,MF,Burnley,32,1989,3,1,124,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.1,0,5,1,0.02,0.02,0.04,0.02,0.04
2021-2022,Jack Stephens,eng ENG,DF,Southampton,27,1994,11,9,811,9.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.3,0.3,7,28,3,0.00,0.04,0.04,0.00,0.04
2021-2022,Raheem Sterling,eng ENG,FW,Manchester City,26,1994,30,23,"2,128",23.6,13,5,18,11,2,3,1,0,0.55,0.21,0.76,0.47,0.68,Matches,14.0,11.5,5.5,17.0,108,65,317,0.59,0.23,0.82,0.49,0.72
2021-2022,Finley Stevens,wls WAL,DF,Brentford,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.1,0.1,0,2,2,0.00,0.33,0.33,0.00,0.33
2021-2022,John Stones,eng ENG,DF,Manchester City,27,1994,14,12,"1,119",12.4,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,0.9,0.9,0.2,1.1,28,63,7,0.07,0.01,0.09,0.07,0.09
2021-2022,Pascal Struijk,nl NED,"DF,MF",Leeds United,21,1999,29,22,"2,055",22.8,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches,1.4,1.4,0.4,1.9,8,86,10,0.06,0.02,0.08,0.06,0.08
2021-2022,Crysencio Summerville,nl NED,"MF,FW",Leeds United,19,2001,6,0,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.2,0.2,0.0,0.3,5,7,16,0.17,0.03,0.19,0.17,0.19
2021-2022,Jakob Sørensen,dk DEN,"MF,DF",Norwich City,23,1998,10,6,604,6.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.5,0.5,0.0,0.5,4,20,4,0.07,0.00,0.07,0.07,0.07
2021-2022,Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,11,10,735,8.2,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,0.4,0.4,0.2,0.7,13,20,21,0.05,0.03,0.08,0.05,0.08
2021-2022,Matt Targett,eng ENG,DF,Aston Villa,25,1995,17,17,"1,431",15.9,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,Matches,0.5,0.5,1.7,2.2,19,83,79,0.03,0.11,0.14,0.03,0.14
2021-2022,Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,16,"1,440",16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.3,0.3,1.9,2.2,11,53,40,0.02,0.12,0.14,0.02,0.14
2021-2022,James Tarkowski,eng ENG,DF,Burnley,28,1992,35,35,"3,106",34.5,1,2,3,1,0,0,11,0,0.03,0.06,0.09,0.03,0.09,Matches,2.5,2.5,0.5,3.0,3,97,11,0.07,0.01,0.09,0.07,0.09
2021-2022,Nuno Tavares,pt POR,DF,Arsenal,21,2000,22,13,"1,176",13.1,1,1,2,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,Matches,1.9,1.9,1.1,2.9,47,42,91,0.14,0.08,0.22,0.14,0.22
2021-2022,Charlie Taylor,eng ENG,DF,Burnley,27,1993,31,30,"2,731",30.3,0,3,3,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,0.2,0.2,3.8,4.0,58,91,77,0.01,0.13,0.13,0.01,0.13
2021-2022,Nathan Tella,eng ENG,"MF,FW",Southampton,22,1999,14,10,804,8.9,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,0.6,0.6,0.6,1.2,22,17,44,0.07,0.07,0.13,0.07,0.13
2021-2022,Alex Telles,br BRA,DF,Manchester Utd,28,1992,21,18,"1,660",18.4,0,4,4,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches,0.4,0.4,1.9,2.3,36,66,102,0.02,0.10,0.12,0.02,0.12
2021-2022,Luke Thomas,eng ENG,DF,Leicester City,20,2001,22,21,"1,912",21.2,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,0.1,0.1,1.3,1.5,28,95,59,0.01,0.06,0.07,0.01,0.07
2021-2022,Dominic Thompson,eng ENG,DF,Brentford,21,2000,2,2,146,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0.1,0.0,0.1,0,0,3,0.04,0.00,0.04,0.04,0.04
2021-2022,Youri Tielemans,be BEL,MF,Leicester City,24,1997,32,29,"2,631",29.2,6,4,10,4,2,2,3,0,0.21,0.14,0.34,0.14,0.27,Matches,4.4,2.8,4.2,7.0,31,202,69,0.15,0.15,0.29,0.10,0.24
2021-2022,Kieran Tierney,sct SCO,DF,Arsenal,24,1997,22,22,"1,915",21.3,1,3,4,1,0,0,0,0,0.05,0.14,0.19,0.05,0.19,Matches,0.6,0.6,1.8,2.4,62,105,128,0.03,0.09,0.11,0.03,0.11
2021-2022,Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,21,20,"1,679",18.7,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,0.6,0.6,1.0,1.6,32,96,41,0.03,0.05,0.09,0.03,0.09
2021-2022,James Tomkins,eng ENG,DF,Crystal Palace,32,1989,8,6,547,6.1,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,0.5,0.5,0.2,0.7,1,8,1,0.08,0.03,0.11,0.08,0.11
2021-2022,Ivan Toney,eng ENG,FW,Brentford,25,1996,33,32,"2,909",32.3,12,5,17,7,5,5,8,0,0.37,0.15,0.53,0.22,0.37,Matches,11.4,7.4,5.8,13.3,28,83,168,0.35,0.18,0.53,0.23,0.41
2021-2022,Ferrán Torres,es ESP,FW,Manchester City,21,2000,4,4,303,3.4,2,1,3,2,0,0,0,0,0.59,0.30,0.89,0.59,0.89,Matches,2.8,2.8,0.0,2.8,5,4,26,0.83,0.01,0.84,0.83,0.84
2021-2022,Cenk Tosun,tr TUR,MF,Everton,30,1991,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00
2021-2022,Andros Townsend,eng ENG,"MF,FW",Everton,30,1991,21,17,"1,455",16.2,3,2,5,2,1,1,3,0,0.19,0.12,0.31,0.12,0.25,Matches,2.2,1.5,3.1,4.5,41,50,100,0.14,0.19,0.33,0.09,0.28
2021-2022,Adama Traoré,es ESP,"FW,MF",Wolves,25,1996,20,10,"1,067",11.9,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,3.0,3.0,1.4,4.4,84,29,85,0.25,0.12,0.37,0.25,0.37
2021-2022,Bertrand Traoré,bf BFA,"MF,FW",Aston Villa,25,1995,9,1,220,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.3,0.3,0.0,0.3,12,12,13,0.13,0.00,0.13,0.13,0.13
2021-2022,Trézéguet,eg EGY,FW,Aston Villa,26,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0.0,0.0,0.0,0,1,4,0.38,0.00,0.38,0.38,0.38
2021-2022,Francisco Trincão,pt POR,"FW,MF",Wolves,21,1999,28,16,"1,336",14.8,2,1,3,2,0,0,0,0,0.13,0.07,0.20,0.13,0.20,Matches,3.7,3.7,1.6,5.4,56,40,93,0.25,0.11,0.36,0.25,0.36
2021-2022,Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,6,5,429,4.8,2,0,2,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,0.2,0.2,0.3,0.5,2,17,8,0.05,0.06,0.10,0.05,0.10
2021-2022,William Troost-Ekong,ng NGA,DF,Watford,27,1993,17,15,"1,390",15.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0.1,0.1,0.2,7,30,3,0.01,0.00,0.01,0.01,0.01
2021-2022,Leandro Trossard,be BEL,"FW,MF",Brighton,26,1994,34,32,"2,805",31.2,8,3,11,7,1,1,2,0,0.26,0.10,0.35,0.22,0.32,Matches,6.7,5.9,4.8,10.7,97,154,222,0.21,0.15,0.37,0.19,0.34
2021-2022,Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,13,9,877,9.7,0,2,2,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,Matches,0.6,0.6,2.7,3.3,48,47,109,0.06,0.27,0.34,0.06,0.34
2021-2022,Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,9,6,508,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0.1,0.0,0.1,1,6,0,0.02,0.00,0.02,0.02,0.02
2021-2022,Ozan Tufan,tr TUR,MF,Watford,26,1995,7,4,334,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.6,0.6,0.3,0.9,2,16,13,0.15,0.09,0.24,0.15,0.24
